5,41,0,41,178,309,0,37,601,117,186,291,0,24,0,4,0
5,41,0,41,178,309,0,31,583,117,186,291,0,24,0,4,0
15,39,0,41,178,309,3,37,601,117,186,291,0,27,0,8,0
5,32,0,41,178,300,0,33,601,117,186,295,0,24,0,10,0
5,33,0,41,178,300,0,37,601,117,181,291,0,20,0,13,0
5,41,0,41,172,309,1,37,601,117,189,291,0,24,0,4,0
5,41,0,34,180,309,0,41,601,117,182,291,1,24,2,4,0
2,41,7,41,178,309,1,37,611,107,176,291,0,24,0,4,0
5,41,0,35,178,309,0,37,601,117,186,291,0,15,0,1,0
6,41,0,44,178,309,0,37,606,117,186,289,2,23,5,4,9
5,40,1,41,173,309,0,37,609,112,176,288,0,24,0,15,12
5,41,0,41,178,309,0,37,601,117,186,291,10,24,0,4,0
1,29,0,41,178,309,8,43,601,105,186,294,5,21,9,10,0
5,41,0,41,178,309,0,37,591,117,176,293,7,22,0,5,5
5,40,1,41,178,308,0,33,608,108,183,291,0,25,0,2,0
5,41,0,41,178,309,0,37,601,117,186,291,0,24,0,4,0
5,35,5,40,178,309,10,45,601,117,191,291,0,24,0,4,0
6,41,0,41,178,309,0,37,601,127,193,292,6,24,5,4,0
3,34,0,43,178,315,0,37,601,107,186,291,0,33,0,4,0
5,31,0,41,178,300,8,37,601,115,186,291,0,24,0,4,0
1,41,0,36,178,309,0,37,601,118,186,291,1,24,2,14,0
12,41,0,41,178,309,0,37,601,121,184,291,0,25,7,6,2
5,41,0,41,178,309,0,37,598,117,186,291,5,24,0,4,0
5,41,0,41,178,309,0,37,605,117,186,291,0,24,0,4,0
5,33,0,35,173,318,11,37,601,115,183,296,1,24,0,4,0
5,39,0,40,182,309,0,37,601,117,186,291,0,24,0,4,0
5,41,4,41,178,306,0,37,601,117,186,287,0,24,0,7,0
5,41,0,47,178,309,0,37,601,99,179,297,0,24,0,11,0
5,45,0,41,178,309,0,37,601,117,186,291,0,24,0,4,0
5,41,0,41,178,301,0,44,601,121,192,291,0,24,0,4,1
