339,40,531,10,160,5,5,320,95,95,531
339,40,531,10,163,15,6,320,95,95,531
338,40,530,10,161,13,5,320,100,95,531
339,40,531,15,160,7,5,328,95,95,531
339,40,531,10,160,5,5,320,89,92,531
339,35,531,10,179,7,11,326,95,77,531
339,40,531,6,152,14,5,312,90,107,531
339,40,531,10,160,5,5,325,103,94,531
339,51,531,3,162,5,3,319,87,98,539
339,40,534,10,160,15,5,322,95,95,535
335,35,531,6,160,5,5,320,82,95,531
339,38,531,17,160,5,5,320,95,102,527
330,30,535,10,160,5,5,320,91,95,531
339,32,534,10,160,5,14,320,95,95,530
339,40,531,10,152,5,5,320,95,95,531
335,33,531,8,150,4,3,320,87,94,524
339,40,531,5,160,5,5,320,95,95,531
335,40,531,6,152,12,5,320,95,95,531
340,33,531,10,163,5,5,323,95,95,541
341,40,522,10,160,1,5,328,103,95,531
339,40,531,10,160,5,5,320,112,100,531
339,40,531,10,160,5,5,320,94,95,531
339,40,521,10,158,6,6,320,95,95,528
339,32,541,10,171,5,1,320,94,95,530
339,30,525,8,168,5,5,320,95,95,531
339,40,531,10,157,5,5,320,88,95,531
348,40,529,10,154,11,5,329,95,99,526
339,40,522,12,160,8,5,320,95,95,531
339,40,525,10,160,5,5,320,95,102,531
339,40,531,10,150,5,5,320,95,87,533
339,40,531,10,160,5,5,312,95,95,531
339,40,540,10,160,5,5,320,95,95,531
339,40,531,5,160,5,5,325,95,100,531
342,40,531,10,161,5,2,325,95,95,535
337,40,526,13,159,5,5,320,92,100,524
339,40,538,10,160,4,5,320,104,95,531
335,40,531,12,160,5,5,315,96,95,531
339,40,531,10,160,5,5,320,91,95,531
339,40,531,10,152,5,5,320,95,95,531
339,40,531,11,157,5,5,316,101,78,526
339,40,531,6,160,3,5,320,95,95,531
346,40,531,10,160,5,5,320,95,95,531
337,47,531,2,160,5,5,328,95,95,530
339,37,531,10,160,15,7,320,99,95,531
339,40,531,10,160,5,5,320,95,95,531
329,44,531,4,152,5,5,320,103,99,530
343,36,531,10,146,15,5,320,95,95,531
339,40,522,7,160,5,5,320,95,95,531
343,40,533,10,160,5,5,320,95,85,531
343,45,531,10,156,5,5,311,106,95,531
339,40,531,10,156,5,5,320,95,98,531
339,40,531,10,160,11,320,190,531
339,25,523,6,162,11,320,190,521
331,51,522,10,164,11,320,190,531
339,38,531,9,160,3,315,190,540
340,38,531,6,160,10,327,190,534
339,40,531,10,160,20,320,190,531
