241,230,251,260,249,250,251,240,10,612,170,260,511,30,251,310,130,130,260,260,262,239,271,250,272,689
241,229,251,260,249,252,251,240,10,612,170,260,511,30,251,310,130,123,260,260,266,237,275,250,272,689
251,230,251,256,251,250,251,238,14,620,170,260,511,30,252,316,133,130,250,252,278,239,271,250,272,698
244,243,267,253,249,250,254,239,10,612,170,267,510,21,251,308,130,121,260,258,258,243,271,248,269,693
241,239,251,260,249,250,251,240,10,612,170,260,526,21,251,316,132,130,260,260,256,239,262,254,272,689
241,230,251,253,252,256,256,240,10,612,170,260,504,30,257,310,124,140,260,252,261,243,269,250,272,689
248,228,240,260,249,250,249,248,20,622,168,259,511,30,260,316,129,129,260,269,262,239,267,250,280,689
241,230,253,252,249,247,251,235,10,612,177,260,511,30,251,320,141,130,252,260,266,235,284,255,290,688
241,230,251,260,249,253,251,235,3,600,170,261,511,30,251,323,128,130,260,260,262,239,284,250,272,689
229,232,251,260,249,240,253,230,10,613,170,250,520,30,254,316,113,135,268,260,256,234,269,250,282,689
241,230,251,260,249,250,244,240,10,607,170,266,511,30,251,320,130,124,260,260,254,239,271,248,272,689
240,222,251,250,243,260,251,240,5,602,180,260,511,30,255,310,120,130,255,263,260,235,271,256,270,689
235,230,251,260,251,250,248,220,10,605,178,269,518,30,248,320,125,120,260,260,262,245,265,262,267,689
242,238,246,260,249,250,256,240,18,604,170,253,511,30,247,310,130,123,264,260,250,239,255,250,281,689
241,230,251,253,257,250,256,250,5,612,170,265,521,35,251,310,130,129,260,248,268,239,279,254,275,689
241,230,256,260,249,250,251,240,10,611,170,260,511,30,255,306,130,139,260,260,262,254,271,250,263,686
240,220,251,260,249,250,261,240,10,617,170,263,511,30,244,310,139,140,260,260,262,247,278,250,262,691
241,238,251,260,241,253,251,247,10,616,170,261,517,23,248,310,135,129,252,260,262,239,280,250,272,689
241,230,242,260,249,245,245,240,10,612,170,268,511,30,251,310,130,141,260,267,262,239,271,250,272,687
241,230,251,260,253,250,251,240,10,612,173,260,505,29,258,299,130,130,260,270,262,240,267,258,272,689
241,230,254,269,249,240,251,232,10,604,164,260,511,30,250,302,130,130,260,260,262,257,277,264,275,689
241,229,251,260,249,250,251,240,3,610,175,260,511,29,258,310,130,130,260,266,259,239,271,250,272,685
241,230,251,260,249,250,251,240,10,613,173,262,511,36,251,310,119,130,260,260,262,239,271,244,272,687
235,225,251,260,240,242,251,241,10,612,177,260,518,30,247,310,123,130,260,269,271,239,271,254,272,692
241,230,248,253,249,250,251,240,3,612,170,260,511,38,251,310,136,130,260,260,262,239,271,250,272,689
246,230,242,260,242,250,249,248,3,612,167,257,509,34,238,307,130,130,260,267,262,239,271,248,272,681
241,230,256,258,249,254,251,240,9,616,170,260,521,23,252,304,135,129,260,260,254,236,278,250,272,692
241,241,251,260,249,250,251,240,10,612,170,260,511,30,249,310,132,130,265,260,262,239,271,245,272,697
240,230,255,260,249,250,251,236,10,598,162,242,526,23,251,310,129,130,260,260,251,239,271,250,268,685
241,230,251,260,249,250,251,240,8,612,170,260,522,30,251,306,130,130,260,270,268,239,256,250,272,690
241,226,244,260,249,269,247,250,2,612,173,258,511,29,251,312,121,132,260,266,267,239,271,250,272,694
244,230,256,260,249,250,242,240,10,612,170,260,511,30,255,306,138,130,260,269,262,239,271,250,272,684
243,230,251,263,249,250,245,240,10,612,170,260,511,30,251,310,132,130,260,260,262,239,271,250,272,689
235,230,251,270,249,259,248,240,10,612,170,260,511,30,251,310,130,123,260,255,262,239,271,254,266,674
241,233,251,260,249,252,251,240,1,606,170,255,511,30,251,310,130,131,260,268,262,239,263,250,272,689
228,230,251,258,241,250,251,233,7,613,170,260,520,31,261,310,130,130,270,254,257,239,266,260,267,694
234,240,251,260,249,247,251,232,10,612,170,260,511,36,258,309,130,137,251,260,265,232,279,250,268,680
241,230,251,260,249,261,251,240,10,612,170,264,511,30,251,308,137,128,253,260,262,239,262,236,271,689
249,229,251,253,248,250,251,240,10,615,167,260,511,21,251,310,127,130,266,260,262,239,273,259,272,689
241,230,251,256,248,255,251,240,5,612,164,249,511,24,259,310,123,130,251,260,262,230,276,250,254,691
241,222,250,260,262,250,248,232,7,612,166,260,511,38,256,318,121,127,260,264,270,244,271,257,272,697
251,225,253,253,258,250,251,247,14,612,177,241,505,30,256,316,128,111,260,260,253,239,279,238,272,689
251,227,251,260,249,250,251,240,10,612,170,260,513,30,242,310,130,130,260,260,262,239,271,250,272,689
234,220,267,256,255,260,251,240,14,612,180,252,507,21,251,308,130,130,262,260,262,239,275,242,266,689
241,224,251,260,246,242,251,240,10,620,170,250,523,30,249,310,130,137,252,260,262,243,264,256,279,689
241,230,243,260,249,250,251,240,10,612,170,260,511,30,256,310,130,130,260,260,262,239,271,250,272,689
241,230,251,260,249,253,251,240,2,611,170,261,502,30,251,310,130,126,263,260,262,239,274,250,272,689
241,237,245,260,249,250,251,249,1,612,166,260,506,30,258,306,135,136,261,260,255,239,271,250,272,689
241,229,250,260,249,250,250,248,16,618,170,262,511,30,251,316,130,130,260,260,272,247,271,245,272,689
246,230,251,260,249,250,251,244,10,612,170,254,504,38,251,310,130,130,260,252,262,239,271,250,272,689
241,239,251,260,249,250,251,239,10,612,170,260,509,30,251,310,130,130,260,260,253,239,271,250,272,689
241,230,251,260,249,250,125,125,240,10,612,170,260,511,30,125,125,310,261,260,260,262,119,119,271,250,272,689
241,233,251,260,249,250,125,125,240,22,612,170,260,509,39,125,125,308,261,260,260,272,123,119,271,250,280,689
241,230,260,264,239,257,125,125,240,10,604,170,262,511,35,125,125,319,259,263,263,266,115,117,271,242,272,708
245,230,259,260,249,250,120,118,240,8,619,170,262,511,30,125,125,306,261,260,260,262,119,119,264,248,279,689
240,224,260,260,249,250,125,132,240,2,612,176,260,511,30,121,124,310,261,251,260,262,119,117,265,257,272,680
241,235,251,260,249,252,125,136,234,10,612,170,253,525,31,115,125,313,261,257,260,259,119,119,273,228,272,679
248,230,251,262,253,247,119,134,241,18,602,170,260,523,20,121,132,309,261,260,260,262,119,119,271,242,272,699
238,230,251,260,249,250,125,125,240,10,612,170,260,511,30,125,134,317,261,260,260,262,119,114,268,250,263,695
245,223,251,260,250,250,121,116,240,10,612,169,260,511,21,132,120,310,250,260,267,262,119,119,271,250,272,689
236,230,249,260,249,250,125,129,240,10,612,170,260,511,30,125,125,310,261,260,260,253,119,119,262,250,270,686
239,224,251,260,249,250,110,116,238,10,599,166,259,508,30,135,114,310,256,260,263,253,110,119,271,244,270,689
241,227,251,264,249,250,125,131,234,10,612,170,268,511,40,119,125,310,259,240,260,262,114,109,271,250,272,681
232,230,243,254,244,254,125,127,240,10,612,170,260,511,30,138,125,317,251,260,270,269,119,119,271,241,273,689
