0,33,0,9,0,15,441,56,0,10,10,121,121,5,5,0,18,0,14,0,0,13,13,0,14,0,38,820
0,33,0,16,3,15,441,56,0,10,10,121,118,11,5,1,18,1,14,4,0,13,4,0,14,4,40,800
3,33,0,9,8,11,439,62,0,10,7,121,121,5,13,0,18,0,17,0,0,13,3,0,14,0,36,816
4,40,0,9,0,10,445,48,0,10,10,114,111,3,5,0,22,0,23,0,5,13,22,0,14,6,38,825
0,33,0,9,0,15,441,56,0,10,10,121,129,5,5,0,18,0,14,0,0,5,19,10,14,0,38,820
0,23,3,13,0,15,438,56,0,10,1,114,120,4,5,0,18,0,21,0,7,7,13,0,14,0,47,820
0,21,0,10,2,13,441,56,0,10,10,123,121,5,5,0,18,0,14,0,2,13,13,10,18,0,38,820
7,33,0,9,3,25,441,56,0,10,10,121,121,5,5,10,18,0,14,0,0,13,13,0,14,0,38,820
0,33,0,9,0,15,438,56,0,10,10,124,121,5,5,6,18,0,14,0,0,13,13,0,14,0,38,820
0,37,0,9,1,15,441,48,0,10,6,121,121,5,5,0,18,0,7,0,0,13,13,0,14,10,38,820
0,33,0,15,0,15,441,53,0,1,10,121,116,5,5,0,18,0,14,0,0,17,12,0,5,2,38,820
0,32,10,9,2,15,441,63,0,10,10,111,121,5,5,0,28,0,19,0,0,13,14,0,14,0,37,820
0,33,0,9,0,15,441,56,0,10,10,120,121,5,5,0,18,0,14,0,0,3,13,0,14,0,38,830
0,33,0,9,0,15,441,56,0,10,10,121,121,5,5,0,18,9,14,0,0,13,6,0,14,0,38,820
0,33,0,6,0,15,441,56,0,10,13,121,121,9,5,1,11,0,14,3,0,13,13,0,14,0,38,820
0,34,0,16,0,5,441,51,0,2,10,119,127,5,8,0,18,0,13,2,0,13,16,0,23,8,33,820
0,26,0,9,0,13,441,56,0,10,10,121,121,5,5,0,18,0,14,3,0,13,13,0,14,0,38,823
0,33,0,9,3,24,441,56,4,5,10,121,121,5,5,3,22,0,14,0,0,12,5,5,14,0,38,820
10,26,7,9,0,15,433,56,0,10,10,121,121,5,5,3,18,0,24,0,0,13,13,0,14,1,49,820
0,33,0,6,0,14,440,56,0,10,10,129,115,5,5,0,23,10,22,0,4,13,16,0,14,0,44,826
0,33,0,9,2,15,432,48,8,10,10,121,117,5,12,0,14,0,14,0,4,13,11,0,14,7,38,836
0,33,10,9,0,15,441,56,0,10,10,121,121,5,5,0,18,0,4,0,0,13,22,0,6,0,38,820
0,42,0,9,0,15,441,56,0,10,10,129,121,5,5,0,18,0,14,0,0,13,13,15,14,0,32,826
0,33,0,9,0,15,441,49,0,10,10,112,122,5,5,0,18,0,14,0,0,13,13,0,14,0,47,820
0,35,0,9,0,15,450,51,10,10,10,131,127,5,5,9,18,3,7,0,0,13,15,7,14,0,30,820
8,28,0,9,3,12,441,56,0,15,10,121,121,19,2,0,18,0,14,7,0,17,13,6,14,0,45,820
0,33,0,9,10,15,441,56,0,2,10,121,121,5,5,0,25,0,14,0,2,22,13,0,14,0,38,820
0,33,0,9,0,15,441,56,0,10,7,121,111,13,5,0,16,0,14,0,0,13,13,0,14,0,38,820
7,33,0,7,0,18,441,56,0,17,1,121,131,5,5,0,17,0,13,0,0,19,13,5,14,0,38,829
0,33,0,9,0,15,441,56,0,10,14,121,121,9,5,0,8,0,14,0,0,11,13,0,14,0,38,820
3,33,0,9,6,15,441,61,0,10,10,121,120,5,5,0,18,0,14,5,0,9,21,0,14,0,38,820
6,33,0,9,0,25,449,56,0,10,10,121,121,5,1,0,18,0,14,0,9,14,15,0,12,0,31,820
0,36,0,1,5,15,439,46,0,10,3,121,114,5,5,9,18,10,17,0,8,13,7,0,15,0,38,820
0,30,0,9,4,15,439,56,0,10,10,121,121,5,5,0,18,0,14,0,0,13,13,0,14,0,39,820
0,33,0,9,0,27,451,49,0,10,10,115,121,4,5,10,18,0,14,0,0,17,13,0,14,2,38,820
0,43,9,3,0,15,441,49,1,6,10,140,114,15,5,0,18,5,14,2,0,9,23,9,14,0,38,820
0,33,0,9,0,22,441,56,0,10,10,121,121,5,3,0,18,0,14,0,0,13,13,0,14,2,38,820
0,21,6,1,0,15,441,47,0,10,10,121,121,5,5,9,18,0,17,0,4,22,23,0,21,10,43,824
0,33,0,9,0,15,441,56,6,10,10,121,121,5,5,0,8,0,14,0,0,13,3,0,14,0,33,820
0,33,0,9,0,22,441,56,0,9,4,121,121,5,6,0,26,0,14,1,4,13,14,0,21,0,38,820
3,35,0,12,0,15,441,56,0,21,10,120,121,5,5,0,18,12,14,0,0,13,18,3,14,0,37,820
0,33,0,18,6,8,439,56,7,9,10,121,121,9,5,0,19,0,20,0,1,13,19,8,5,0,45,827
0,33,0,9,0,15,441,56,0,10,10,121,121,5,7,0,18,0,14,0,0,13,13,0,14,0,38,820
0,33,0,9,0,15,440,53,0,10,15,125,121,5,13,0,18,0,14,0,0,13,13,0,18,0,37,820
7,33,8,9,0,14,441,60,0,15,10,121,131,5,5,0,32,1,17,0,0,3,14,0,8,0,36,820
0,21,0,9,0,18,455,56,0,10,10,119,121,2,6,4,18,8,14,0,0,20,4,0,14,0,42,827
0,33,0,9,0,15,446,56,6,14,10,113,115,5,5,0,24,0,7,6,12,13,13,0,20,0,24,820
0,36,0,9,0,26,443,56,0,10,10,116,124,3,9,0,8,7,14,0,0,20,13,7,22,0,51,818
0,33,0,9,0,15,441,56,0,10,18,115,121,5,15,0,18,0,13,11,0,22,5,0,14,0,45,820
0,33,6,9,0,15,446,52,0,10,10,121,121,5,10,0,18,0,11,0,0,13,13,0,14,0,33,820
1,15,0,21,0,23,441,65,10,10,10,121,121,15,5,0,2,0,14,0,5,28,7,0,22,0,38,811
0,16,16,0,9,0,15,441,56,0,21,243,10,0,18,0,14,0,26,0,14,0,38,820
0,26,16,0,9,3,15,454,60,4,17,243,2,0,14,0,14,0,26,0,14,0,36,820
0,16,8,0,9,0,15,441,51,0,21,243,10,0,21,0,14,0,23,0,22,0,25,820
0,16,16,0,9,0,15,441,56,0,21,243,10,0,18,0,14,0,26,9,14,0,38,820
7,16,17,4,9,0,15,441,56,0,21,243,10,0,18,0,14,5,26,0,14,0,38,820
8,16,25,0,8,13,10,455,56,0,21,243,10,0,17,0,14,1,26,0,9,0,38,818
0,26,16,0,9,0,15,441,63,0,21,239,9,6,18,0,14,0,26,1,14,0,47,812
0,16,8,3,9,7,17,441,56,0,21,243,4,0,23,0,14,9,22,0,14,0,38,826
3,21,1,0,9,3,15,436,56,0,21,248,10,0,2,0,14,0,26,0,14,2,38,820
0,25,16,0,9,0,15,439,56,0,25,248,20,0,16,0,14,3,32,9,14,5,38,820
8,16,15,0,9,0,1,441,44,8,21,243,10,10,17,5,14,6,18,0,4,0,46,814
0,23,16,0,9,0,15,441,65,0,21,233,10,0,15,5,9,0,26,8,26,0,38,808
8,21,11,0,9,0,20,441,56,0,22,243,6,0,20,0,14,0,26,0,7,0,37,820
0,16,16,0,12,0,15,441,56,0,21,243,16,0,8,0,14,0,20,0,14,0,38,820
0,16,16,8,9,0,25,432,62,0,12,233,10,0,18,0,5,0,26,0,14,0,42,820
0,16,16,0,9,0,15,441,56,9,21,233,10,0,12,0,11,0,26,0,14,0,38,820
0,21,18,0,14,3,7,441,64,0,21,243,10,0,9,4,14,0,25,0,21,2,36,829
0,8,16,0,8,0,22,441,49,0,21,233,2,0,9,5,14,0,26,0,18,3,38,817
0,28,16,0,9,1,15,450,56,5,30,240,10,0,22,0,2,0,27,1,22,0,18,820
7,31,10,0,4,0,15,436,56,0,25,252,10,0,18,0,24,0,26,0,6,0,48,821
0,16,16,0,9,0,15,441,56,0,21,258,10,0,18,0,14,0,26,6,14,0,38,818
0,16,21,2,1,0,16,441,56,8,21,255,10,0,18,0,9,0,30,0,14,0,38,828
0,16,16,0,9,0,15,441,56,0,21,253,10,0,18,0,14,0,26,10,14,0,38,820
0,23,16,0,2,0,15,442,56,15,31,244,10,0,18,0,6,0,35,0,7,0,38,827
1,16,15,0,8,0,15,443,51,0,23,239,15,7,16,1,14,0,26,7,14,0,46,820
0,8,20,5,13,0,15,441,56,5,27,243,2,0,18,6,26,0,26,0,14,6,38,812
0,16,16,0,9,0,15,441,54,0,21,243,9,0,26,0,14,0,26,0,14,0,38,820
0,15,10,0,9,3,15,435,57,0,28,249,10,0,22,0,16,0,17,0,17,0,38,820
0,16,16,0,9,0,15,441,56,0,21,234,10,0,18,0,14,0,18,0,15,0,38,820
0,16,16,0,9,0,15,441,56,0,20,246,10,0,18,0,8,0,26,0,1,5,33,820
8,10,16,0,5,7,15,441,66,8,27,245,10,11,25,0,14,0,30,9,14,0,33,808
0,16,16,0,3,13,11,425,64,0,21,243,17,0,21,0,7,0,24,0,14,0,42,820
0,24,16,0,6,0,15,447,56,0,12,243,10,0,24,0,14,3,26,0,14,0,38,813
0,16,16,0,9,0,15,441,56,0,21,243,10,0,18,0,14,0,26,7,14,0,38,820
0,16,11,0,9,0,7,441,49,0,16,252,10,0,18,0,6,4,28,0,20,6,47,824
0,6,22,0,7,0,20,441,56,5,21,243,10,0,21,10,11,0,36,0,4,0,38,820
0,16,21,0,9,6,15,441,49,0,17,253,10,0,18,0,14,0,34,0,14,0,38,820
0,16,16,0,9,0,15,440,63,0,21,246,10,1,19,0,9,0,21,0,14,0,38,820
